epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,9108.43,0.51763,0.35611,0.92161,0.99919,0.99775,0.995,0.96885,0.23997,0.14791,0.78307,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,9177.04,0.51302,0.3557,0.91863,0.998,0.99844,0.99499,0.96937,0.23909,0.14813,0.78295,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,9245.32,0.51254,0.35533,0.92353,0.99908,0.9979,0.995,0.96964,0.23792,0.14681,0.78257,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,9314.18,0.50536,0.34526,0.91682,0.99916,0.99821,0.995,0.96988,0.23564,0.14512,0.78176,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,9382.6,0.51465,0.35846,0.92309,0.99936,0.99803,0.995,0.97078,0.23417,0.14517,0.78157,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,9451.64,0.50404,0.3495,0.91719,0.99903,0.99838,0.995,0.97183,0.23195,0.14404,0.78102,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,9520.09,0.50402,0.34406,0.91626,0.99893,0.99825,0.995,0.97272,0.22943,0.14336,0.78047,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,9589,0.50513,0.3503,0.91825,0.9992,0.9981,0.995,0.97269,0.22853,0.1432,0.78023,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,9657.63,0.50583,0.34671,0.91652,0.9994,0.99808,0.995,0.97276,0.22772,0.14311,0.78031,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,9725.69,0.4944,0.33953,0.91152,0.99942,0.99859,0.995,0.97257,0.22681,0.14243,0.78035,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,9792.8,0.50223,0.34823,0.91657,0.99946,0.99837,0.995,0.97321,0.22522,0.14149,0.78001,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,9860.3,0.49863,0.3442,0.91751,0.99925,0.99834,0.995,0.97417,0.22385,0.14044,0.77965,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,9928.04,0.49452,0.34108,0.91563,0.99921,0.99833,0.995,0.97437,0.22249,0.14036,0.77946,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,9995.52,0.49169,0.34081,0.91175,0.99921,0.99823,0.995,0.97452,0.22102,0.13949,0.77894,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,10063.3,0.49005,0.33527,0.9116,0.99911,0.99874,0.995,0.97443,0.21935,0.13871,0.77849,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,10132,0.4876,0.33439,0.91066,0.99882,0.99888,0.995,0.97505,0.2178,0.13835,0.77811,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,10200.4,0.48666,0.33479,0.90943,0.99901,0.99877,0.995,0.9759,0.21622,0.1375,0.77781,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,10268,0.4875,0.33894,0.9113,0.99916,0.9989,0.995,0.97596,0.21499,0.13704,0.77764,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,10336,0.48276,0.33288,0.9072,0.99937,0.9989,0.995,0.97619,0.21384,0.13675,0.77736,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,10403.5,0.48717,0.33493,0.91396,0.99951,0.99887,0.995,0.97603,0.21326,0.13633,0.77721,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,10472.1,0.47941,0.33491,0.90794,0.99922,0.99868,0.995,0.97678,0.21243,0.13599,0.77693,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,10541.2,0.48133,0.32842,0.90874,0.99951,0.9986,0.995,0.977,0.2113,0.13536,0.77655,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,10609.8,0.4861,0.33771,0.91352,0.99945,0.9987,0.995,0.9772,0.21012,0.13418,0.77623,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,10678.9,0.48439,0.33187,0.90979,0.99921,0.999,0.995,0.97684,0.20909,0.13386,0.77597,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,10746.9,0.47156,0.3273,0.90636,0.99934,0.99883,0.995,0.97758,0.20777,0.13332,0.77576,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,10815.3,0.47781,0.33026,0.90725,0.99949,0.99881,0.995,0.97795,0.20615,0.13283,0.77547,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,10884.3,0.47167,0.3268,0.90577,0.99948,0.99904,0.995,0.97829,0.20507,0.13268,0.77526,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,10955,0.48087,0.33041,0.90834,0.99967,0.999,0.995,0.97842,0.20395,0.13195,0.77499,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,11022.7,0.47207,0.32341,0.90419,0.99956,0.99888,0.995,0.97895,0.20325,0.1318,0.77478,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,11091.3,0.46684,0.32291,0.9033,0.99945,0.99873,0.995,0.97891,0.20253,0.13134,0.77469,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,11159.3,0.47367,0.32518,0.90414,0.99928,0.99902,0.995,0.97948,0.2012,0.13073,0.77439,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,11227.5,0.46494,0.31735,0.9032,0.9995,0.999,0.995,0.97979,0.20018,0.13003,0.77425,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,11295.7,0.45983,0.31323,0.89845,0.99947,0.999,0.995,0.97997,0.19867,0.12962,0.77379,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,11363.5,0.46715,0.32017,0.9024,0.99934,0.99925,0.995,0.98023,0.19735,0.12878,0.77349,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,11431.2,0.46596,0.32348,0.90159,0.99957,0.99896,0.995,0.98041,0.19622,0.12832,0.77317,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,11499,0.46401,0.3208,0.90268,0.99952,0.999,0.995,0.98046,0.19522,0.12807,0.77298,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,11566.8,0.46188,0.31799,0.90104,0.99961,0.99902,0.995,0.98077,0.19431,0.12744,0.7728,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,11634.6,0.45921,0.31576,0.89921,0.99975,0.99894,0.995,0.98075,0.19323,0.12713,0.77256,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,11702.4,0.45661,0.31482,0.89869,0.99971,0.99898,0.995,0.98098,0.19217,0.12647,0.77227,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,11770.6,0.45397,0.31147,0.89617,0.99968,0.99893,0.995,0.98145,0.19123,0.12624,0.77205,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,11838.7,0.45637,0.31743,0.89988,0.99942,0.99909,0.995,0.9817,0.19043,0.12583,0.7719,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,11906.4,0.44716,0.31108,0.89565,0.99949,0.99905,0.995,0.98183,0.18939,0.12548,0.77165,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,11974,0.44828,0.30795,0.89624,0.99952,0.99879,0.995,0.98206,0.1882,0.12479,0.77144,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,12042,0.45197,0.3128,0.89704,0.99966,0.99872,0.995,0.98202,0.18744,0.12447,0.77129,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,12110.5,0.44795,0.31061,0.89631,0.99971,0.99872,0.995,0.98203,0.18675,0.12413,0.77114,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,12178.1,0.44925,0.30975,0.897,0.99972,0.99881,0.995,0.9815,0.18598,0.12373,0.77101,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,12247.6,0.44573,0.30466,0.89604,0.99964,0.99902,0.995,0.98221,0.18509,0.12331,0.77091,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,12316.9,0.43951,0.30273,0.89186,0.99965,0.99907,0.995,0.98288,0.18418,0.12308,0.77074,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,12386.1,0.44217,0.30306,0.89341,0.99966,0.99905,0.995,0.98255,0.1834,0.1228,0.77067,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,12455.4,0.44042,0.30362,0.89382,0.99968,0.999,0.995,0.98276,0.18293,0.12267,0.77056,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,12523.9,0.44079,0.30091,0.89249,0.99972,0.9991,0.995,0.98276,0.18221,0.12202,0.77043,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,12592.4,0.4407,0.30713,0.89444,0.9997,0.99913,0.995,0.98309,0.18123,0.12164,0.77024,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,12660.6,0.44145,0.30463,0.89421,0.99977,0.99913,0.995,0.9833,0.18038,0.12114,0.77004,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,12729.3,0.43403,0.2985,0.8936,0.99977,0.99911,0.995,0.98323,0.17954,0.12083,0.76994,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,12797.4,0.43969,0.30352,0.89383,0.99975,0.99918,0.995,0.98307,0.1787,0.12025,0.76982,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,12869.1,0.43362,0.30178,0.8894,0.99973,0.99919,0.995,0.98334,0.17784,0.11975,0.7696,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,12942.5,0.43319,0.30094,0.89462,0.99973,0.99919,0.995,0.98362,0.17706,0.11943,0.76949,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,13013.2,0.43516,0.30179,0.89207,0.99965,0.99912,0.995,0.98385,0.17648,0.11933,0.76938,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,13081.6,0.43097,0.29882,0.88996,0.99963,0.99912,0.995,0.98388,0.17572,0.11902,0.76928,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,13150.6,0.43212,0.30022,0.89042,0.99972,0.99914,0.995,0.98389,0.17499,0.11886,0.76916,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,13219.2,0.42855,0.30211,0.89191,0.99972,0.99916,0.995,0.98426,0.17418,0.11852,0.76906,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,13287.9,0.42636,0.2947,0.89068,0.99973,0.99915,0.995,0.98441,0.17345,0.1182,0.76891,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,13355.7,0.42736,0.29139,0.88738,0.99975,0.99912,0.995,0.98467,0.17268,0.11777,0.76871,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,13424.1,0.42346,0.2935,0.88746,0.99978,0.99912,0.995,0.98471,0.17192,0.11727,0.76852,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,13492.2,0.42184,0.29272,0.8885,0.99981,0.99917,0.995,0.98463,0.17124,0.11699,0.76835,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,13560.6,0.42792,0.29247,0.89149,0.99976,0.99919,0.995,0.98476,0.17058,0.11689,0.76825,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,13629.7,0.43077,0.29981,0.89257,0.99973,0.99919,0.995,0.98477,0.17,0.11643,0.76812,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,13700.7,0.41779,0.28897,0.88316,0.99977,0.99919,0.995,0.98523,0.16918,0.11607,0.76794,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,13772.9,0.41396,0.28476,0.88127,0.99977,0.99914,0.995,0.98515,0.16849,0.11573,0.76778,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,13844.6,0.42208,0.29005,0.88726,0.99977,0.99919,0.995,0.98523,0.16788,0.11536,0.76769,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,13913.1,0.41933,0.29113,0.88876,0.99973,0.99919,0.995,0.9853,0.16724,0.1152,0.76758,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,13983.5,0.41261,0.28615,0.88474,0.99969,0.99921,0.995,0.98524,0.16663,0.11492,0.76745,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,14052.6,0.40865,0.28216,0.88307,0.99973,0.9992,0.995,0.98542,0.16616,0.11486,0.76737,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,14121.6,0.41318,0.28467,0.88357,0.9998,0.99918,0.995,0.98529,0.16559,0.1145,0.76728,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,14190,0.40949,0.28392,0.8821,0.99979,0.99919,0.995,0.98541,0.16505,0.11414,0.76715,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,14259.1,0.40029,0.27398,0.87626,0.9998,0.99919,0.995,0.98558,0.1645,0.11394,0.76704,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,14327.5,0.40515,0.27656,0.87784,0.9998,0.99919,0.995,0.98544,0.16396,0.11355,0.76692,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,14396.4,0.40903,0.28108,0.87916,0.99981,0.9992,0.995,0.98575,0.16341,0.11326,0.76684,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,14465.4,0.41296,0.28575,0.88336,0.99982,0.9992,0.995,0.98577,0.1629,0.11288,0.76676,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,14534.9,0.411,0.28234,0.88326,0.99981,0.9992,0.995,0.9858,0.16233,0.11256,0.76665,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,14604,0.40028,0.27781,0.87964,0.9998,0.9992,0.995,0.98593,0.16181,0.1123,0.76655,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,14673.9,0.39877,0.27546,0.87935,0.99979,0.9992,0.995,0.98609,0.16134,0.11207,0.76646,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,14745.4,0.39826,0.27389,0.87933,0.9998,0.9992,0.995,0.98643,0.16085,0.11178,0.7664,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,14817.4,0.39918,0.27623,0.88125,0.9998,0.9992,0.995,0.98638,0.16042,0.11161,0.76634,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,14889.4,0.39568,0.27201,0.87891,0.99979,0.9992,0.995,0.98644,0.1599,0.11136,0.76628,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,14961.2,0.39933,0.27474,0.87856,0.99978,0.9992,0.995,0.98641,0.15947,0.11112,0.76619,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,15032.9,0.40065,0.27424,0.87929,0.9998,0.9992,0.995,0.98663,0.15897,0.11085,0.7661,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,15104.2,0.3979,0.27589,0.87965,0.99981,0.9992,0.995,0.98677,0.15856,0.11064,0.76605,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,15176.1,0.38856,0.26877,0.87268,0.99981,0.9992,0.995,0.98684,0.15803,0.11041,0.76598,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,15245.7,0.39843,0.2741,0.87689,0.99981,0.9992,0.995,0.98667,0.15764,0.11024,0.76595,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,15314.6,0.39055,0.26794,0.87559,0.99981,0.9992,0.995,0.98692,0.15708,0.11012,0.76586,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,15384.4,0.38765,0.26608,0.87376,0.9998,0.9992,0.995,0.98708,0.1567,0.10985,0.76579,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,15453.8,0.38291,0.26317,0.8729,0.9998,0.9992,0.995,0.98706,0.15625,0.10959,0.76571,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,15522.8,0.38642,0.26583,0.87586,0.9998,0.9992,0.995,0.98696,0.15587,0.10933,0.76562,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,15592.2,0.38723,0.26551,0.87492,0.9998,0.9992,0.995,0.98718,0.15541,0.10927,0.76555,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,15662.5,0.38586,0.26782,0.87489,0.9998,0.9992,0.995,0.98728,0.15496,0.10911,0.76545,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,15731.6,0.38509,0.26526,0.87196,0.9998,0.9992,0.995,0.98727,0.15462,0.10906,0.76539,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,15800.8,0.38597,0.26463,0.87459,0.9998,0.99921,0.995,0.98749,0.15423,0.10871,0.76531,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,15869.5,0.37888,0.26435,0.87313,0.9998,0.9992,0.995,0.98763,0.15384,0.10862,0.76525,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,15939.6,0.37703,0.26191,0.87124,0.9998,0.9992,0.995,0.98749,0.15342,0.10843,0.76519,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,16009.3,0.38075,0.26334,0.87394,0.9998,0.9992,0.995,0.98777,0.15304,0.10827,0.76511,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,16078.2,0.37141,0.2563,0.86904,0.9998,0.9992,0.995,0.98784,0.15272,0.10822,0.76503,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,16147.7,0.3689,0.2551,0.86798,0.9998,0.9992,0.995,0.98783,0.15234,0.1079,0.76497,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,16216.4,0.36922,0.25667,0.86625,0.9998,0.9992,0.995,0.98775,0.15192,0.10771,0.7649,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,16283.9,0.37264,0.25737,0.87052,0.9998,0.9992,0.995,0.98774,0.15161,0.10755,0.76482,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,16351.4,0.37371,0.25943,0.87064,0.99981,0.9992,0.995,0.98781,0.15131,0.10743,0.76478,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,16419.3,0.37276,0.2572,0.86863,0.99981,0.99921,0.995,0.98797,0.15095,0.10729,0.76471,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,16487.4,0.37221,0.25885,0.86975,0.99981,0.99921,0.995,0.98795,0.15062,0.10715,0.76467,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,16555.1,0.36565,0.25086,0.86641,0.99981,0.99921,0.995,0.98794,0.15018,0.10693,0.76462,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,16622.7,0.36307,0.25157,0.86711,0.99982,0.99921,0.995,0.9879,0.14988,0.10675,0.76458,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,16690.5,0.36846,0.25348,0.8689,0.99982,0.99921,0.995,0.98809,0.14957,0.10655,0.76453,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,16758.6,0.35908,0.24948,0.86647,0.99982,0.99921,0.995,0.98789,0.14921,0.10633,0.76447,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,16826.4,0.36496,0.25453,0.8685,0.99982,0.99922,0.995,0.98795,0.14882,0.10617,0.76441,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,16893.9,0.36059,0.24942,0.86352,0.99982,0.99922,0.995,0.98797,0.14847,0.10581,0.76437,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,16962.7,0.36576,0.25546,0.8669,0.99982,0.99922,0.995,0.98816,0.14816,0.10571,0.76431,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,17031.9,0.36366,0.25151,0.86679,0.99982,0.99922,0.995,0.98817,0.14782,0.10559,0.76428,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,17100.6,0.36168,0.24924,0.86803,0.99983,0.99922,0.995,0.98826,0.14751,0.10537,0.76424,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,17169.3,0.355,0.24485,0.86284,0.99982,0.99922,0.995,0.98826,0.14723,0.10531,0.76419,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,17237.8,0.36011,0.24777,0.86595,0.99982,0.99922,0.995,0.98845,0.1469,0.10513,0.76415,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,17306.2,0.35096,0.24297,0.85885,0.99982,0.99922,0.995,0.98827,0.14665,0.10498,0.76411,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,17374.9,0.36348,0.25387,0.8665,0.99982,0.99922,0.995,0.98847,0.14639,0.10473,0.76406,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,17443.6,0.35604,0.24621,0.86492,0.99982,0.99921,0.995,0.9885,0.14615,0.10464,0.764,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,17511.6,0.35063,0.24307,0.86063,0.99982,0.99921,0.995,0.98871,0.14585,0.1044,0.76395,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,17581.1,0.35021,0.24204,0.86081,0.99982,0.99921,0.995,0.98861,0.14557,0.10433,0.76391,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,17650.1,0.35209,0.24808,0.86339,0.99982,0.99921,0.995,0.98851,0.14534,0.10407,0.76386,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,17718.9,0.34043,0.23699,0.85713,0.99982,0.99921,0.995,0.98868,0.14511,0.10402,0.76383,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,17787.2,0.34935,0.24391,0.8655,0.99982,0.99921,0.995,0.9887,0.14481,0.10387,0.7638,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,17855.9,0.34732,0.24111,0.86264,0.99982,0.99921,0.995,0.98868,0.14458,0.10376,0.76377,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,17924.3,0.3488,0.24322,0.8637,0.99982,0.99921,0.995,0.98869,0.1443,0.10364,0.76373,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,17992.2,0.34934,0.24187,0.86225,0.99982,0.99921,0.995,0.98879,0.1441,0.10351,0.7637,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,18061.3,0.35195,0.24437,0.86256,0.99982,0.99921,0.995,0.98877,0.14389,0.10346,0.76369,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,18129.7,0.34831,0.24331,0.86509,0.99982,0.99921,0.995,0.98867,0.14366,0.10335,0.76367,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,18199,0.34708,0.24009,0.86167,0.99982,0.99921,0.995,0.98875,0.14342,0.10312,0.76364,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,18268.2,0.34796,0.24054,0.86476,0.99982,0.99921,0.995,0.98881,0.14321,0.10295,0.76362,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,18337.5,0.33855,0.23376,0.85768,0.99982,0.99921,0.995,0.9886,0.14302,0.10286,0.7636,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,18406.7,0.34567,0.24087,0.86226,0.99982,0.99921,0.995,0.98888,0.14276,0.10255,0.76357,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,18476.1,0.34028,0.23567,0.85835,0.99982,0.99921,0.995,0.98871,0.14256,0.10254,0.76355,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,18545.4,0.34195,0.23806,0.85943,0.99982,0.99921,0.995,0.98888,0.14233,0.10242,0.76352,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,18614.8,0.33698,0.23507,0.85842,0.99982,0.99921,0.995,0.98878,0.14216,0.10228,0.76349,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,18683.9,0.33005,0.22883,0.85769,0.99982,0.99921,0.995,0.98878,0.14198,0.10222,0.76346,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,18751.4,0.3308,0.22852,0.85735,0.99982,0.99921,0.995,0.9888,0.14177,0.10226,0.76342,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,18819.9,0.33149,0.23132,0.85681,0.99982,0.99922,0.995,0.98909,0.1416,0.10212,0.76338,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,18888.6,0.33517,0.23387,0.85857,0.99982,0.99921,0.995,0.9889,0.14139,0.10203,0.76334,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,18957,0.33635,0.234,0.86034,0.99982,0.99922,0.995,0.98914,0.14124,0.10194,0.76331,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
